Date,Open,High,Low,Close,Volume,Market Cap
Aug-26-2019,0.604178631,0.606426005,0.584546333,0.585935232,135500.61593124463,3308008.895989555
Aug-27-2019,0.58657384,0.589962885,0.578393165,0.580480167,46885.624084198294,3220022.352890922
Aug-28-2019,0.580480167,0.581354634,0.558026084,0.558277286,30856.44098264443,3105471.504630957
Aug-29-2019,0.558257617,0.558490436,0.511134763,0.511665347,40866.85047586013,2790267.028284508
Aug-30-2019,0.511665347,0.515131745,0.510945532,0.512538475,26525.532430812436,2700964.2097143093
Aug-31-2019,0.512538475,0.512981025,0.486916822,0.486928041,21397.213251080535,2575019.4651801838
Sep-01-2019,0.486928041,0.487314438,0.483521101,0.484585145,21161.192953625447,2471375.4867808
Sep-02-2019,0.484585145,0.48468279,0.464548179,0.471859049,19601.25099635048,2376666.17164404
Sep-03-2019,0.472510003,0.475140354,0.455793222,0.455952823,42356.00775905194,2284393.2138963747
Sep-04-2019,0.45560102,0.456430566,0.444391017,0.44900129,91495.53409356752,2166793.2822996075
Sep-05-2019,0.449004874,0.524607347,0.446810945,0.523814269,72407.6494736861,2220792.0853735083
Sep-06-2019,0.523506891,0.524190414,0.459338153,0.459616293,97485.37907389205,2235346.182688894
Sep-07-2019,0.459612946,0.466927044,0.458339321,0.466236842,49059.561871418184,2111424.499074384
Sep-08-2019,0.466236842,0.477044876,0.46582348,0.476227289,24515.32031901997,2129485.070982041
Sep-09-2019,0.476227289,0.480659466,0.476227289,0.480548765,37079.36533761093,2115106.566499253
Sep-10-2019,0.480548765,0.485548152,0.479882618,0.480064987,49714.20732934506,2090452.0648486146
Sep-11-2019,0.480064987,0.481981199,0.431000196,0.431441652,46233.40567534402,1961473.0487661967
Sep-12-2019,0.431443384,0.432653091,0.399742488,0.402594495,77011.63775308004,1735661.323427974
Sep-13-2019,0.402594495,0.405995756,0.393918286,0.397849742,71681.66931876284,1633502.0347111386
Sep-14-2019,0.397849742,0.40000561,0.393049145,0.395233697,17050.928811411937,1597013.722305205
Sep-15-2019,0.395233697,0.405266361,0.387742363,0.390571302,60043.80328785135,1557199.9106269386
Sep-16-2019,0.391160714,0.401103979,0.390394333,0.400113678,33930.44171796792,1519743.262282852
Sep-17-2019,0.399901982,0.403221527,0.389636515,0.396996306,29067.649219481274,1503354.1057670573
Sep-18-2019,0.396996585,0.407790925,0.395599454,0.406404142,33515.52197909142,1488349.0050320523
Sep-19-2019,0.406403967,0.468416309,0.405740511,0.461494233,67001.11551547358,1633901.2453755033
Sep-20-2019,0.461497797,0.483953334,0.457735942,0.476267044,41785.73993579787,1687536.4997570468
Sep-21-2019,0.476267044,0.476267044,0.436312976,0.439708901,18207.873841835182,1608885.2274302102
Sep-22-2019,0.439684661,0.439887811,0.416038233,0.418369619,10970.192433257653,1482897.1061516854
Sep-23-2019,0.418369619,0.459371087,0.400922967,0.402309553,18729.89087540657,1472906.286852817
Sep-24-2019,0.40228997,0.40228997,0.382454363,0.385010881,64342.57178144599,1285346.5565004877
Sep-25-2019,0.385010881,0.39022893,0.376501705,0.383796175,62706.604448345526,1244353.5326343232
Sep-26-2019,0.383796175,0.384292116,0.378581915,0.38017527,26653.073436571984,1211068.0260910338
Sep-27-2019,0.38017527,0.387287168,0.380127596,0.387183955,7756.259508301389,1211663.7830849516
Sep-28-2019,0.387183955,0.388681245,0.378213985,0.380569094,11837.536884180536,1188282.390425325
Sep-29-2019,0.380569094,0.383636908,0.375880983,0.378917124,14524.8086018448,1155202.1002395528
Sep-30-2019,0.378898235,0.379780808,0.376692349,0.377510343,18309.30289782715,1126381.6386184173
Oct-01-2019,0.377510343,0.382170338,0.377510343,0.381144007,15645.995611071254,1109610.936454661
Oct-02-2019,0.381144007,0.383286636,0.366303945,0.369288874,22569.273714064228,1069815.9887416475
Oct-03-2019,0.369288874,0.370109572,0.362522128,0.363787267,36632.73303539344,1028067.7870907332
Oct-04-2019,0.36441171,0.372299462,0.364404944,0.372231527,24518.094779454572,1010987.5251270372
Oct-05-2019,0.372221485,0.373709311,0.370889603,0.373688523,19111.148754442806,996078.1773225286
Oct-06-2019,0.373688523,0.436457244,0.371078776,0.436055229,9016.419166312991,1008760.8689462465
Oct-07-2019,0.436055229,0.485100064,0.418561673,0.427581062,89241.65046234312,1126913.2647028514
Oct-08-2019,0.427706885,0.463646091,0.404678937,0.463507645,61361.510423305146,1083542.0104030194
Oct-09-2019,0.463507645,0.553772413,0.456152694,0.521940641,94129.32984734415,1225896.4283626543
Oct-10-2019,0.521940641,0.569313149,0.521886914,0.569264902,67938.72239382625,1308843.3899421017
Oct-11-2019,0.57947024,0.696758927,0.569930208,0.695738631,46321.560885829655,1532400.2612570424
Oct-12-2019,0.695837561,0.71476877,0.512479473,0.515621989,62451.041436098574,1550887.7421041331
Oct-13-2019,0.515621989,0.581371836,0.515355262,0.579403024,48038.19277766457,1342076.8126552443
Oct-14-2019,0.579311454,0.589462846,0.482955524,0.516110578,42038.089576285645,1281568.1807853773
Oct-15-2019,0.516110578,0.527485144,0.478445543,0.507567822,21314.49789600208,1204785.0258402384
Oct-16-2019,0.507725246,0.516531744,0.469014929,0.511633945,16056.544139408326,1167813.8895436549
Oct-17-2019,0.511633945,0.516881878,0.507290885,0.516063824,11328.985129747049,1157336.4498045058
Oct-18-2019,0.516224702,0.548914865,0.512296314,0.519596468,4226.68419621394,1154055.208711989
Oct-19-2019,0.519596468,0.520576512,0.395333032,0.413412558,9471.407794235594,941858.9350687762
Oct-20-2019,0.41346207,0.41590274,0.392909707,0.411686863,11762.791374869179,885009.4078751628
Oct-21-2019,0.411686863,0.412971327,0.407738076,0.412971327,9971.143466420273,900659.4252478279
Oct-22-2019,0.413020535,0.413020535,0.41076163,0.412243578,1774.3836597959132,1130715.0867263102
Oct-23-2019,0.412249297,0.417034936,0.40291563,0.41423692,1455.9015692764924,1102938.9131432502
Oct-24-2019,0.414235354,0.417482834,0.404500202,0.416239161,4920.762053810574,1092619.5546721169
Oct-25-2019,0.416216995,0.416235576,0.399362482,0.406417413,11837.38992092823,1050279.3966557623
Oct-26-2019,0.401354746,0.407429405,0.394578556,0.401568253,11914.853453649741,1105715.1932622143
Oct-27-2019,0.401528443,0.404397507,0.346087209,0.36548042,9466.074656595227,1094420.26986604
Oct-28-2019,0.36548042,0.36548042,0.330683847,0.336702587,29616.213395816932,953992.4022819351
Oct-29-2019,0.336573494,0.363270903,0.300860792,0.352337651,21150.993345404026,881975.4524950177
Oct-30-2019,0.352337651,0.352740465,0.332617901,0.333497687,20754.035195415872,903902.2302334307
Oct-31-2019,0.333497687,0.333497859,0.295951741,0.321082965,11875.493593372257,818353.0919141498
Nov-01-2019,0.321082965,0.344360237,0.295245803,0.34009579,18853.44435096525,766900.3057603457
Nov-02-2019,0.340111395,0.353955771,0.317943055,0.328349352,16252.915659784656,731500.2938894422
Nov-03-2019,0.32839814,0.810851336,0.32839814,0.692142656,54586.88060257073,986940.2640652856
Nov-04-2019,0.692142656,0.761789119,0.666363747,0.714371501,105072.06073434876,1360077.8139595117
Nov-05-2019,0.714371501,0.71646113,0.490733346,0.520190578,34074.7237036417,1183444.992320281
Nov-06-2019,0.520129377,0.582081347,0.427318447,0.467995078,36150.678902282525,910505.7718660806
Nov-07-2019,0.467971866,0.976125604,0.405817792,0.597303904,189620.72424966362,1016150.8411781595
Nov-08-2019,0.597303904,0.608591278,0.575550168,0.576100676,137500.15332188358,973109.9595155383
Nov-09-2019,0.576100676,0.585239934,0.56236625,0.564414708,97159.95581678314,905072.619038322
Nov-10-2019,0.564414708,0.602712897,0.562944493,0.587551793,90016.26900331641,873363.3906909009
Nov-11-2019,0.587894055,0.598624508,0.570299814,0.594098344,121839.82103771539,848805.2382604604
Nov-12-2019,0.594098344,0.632890919,0.593600568,0.630862071,115456.73299397768,850017.723758786
Nov-13-2019,0.630862071,0.845494202,0.620493196,0.788095715,359558.17258456646,945579.0035979804
Nov-14-2019,0.787686352,0.78847921,0.677162793,0.677431076,532224.5557400013,920647.2204249718
Nov-15-2019,0.677082936,0.678306414,0.659486486,0.666154996,1754045.1604800946,839369.7469407475
Nov-16-2019,0.666812827,0.808020937,0.663516347,0.787730342,3910907.459483418,895014.3599502493
Nov-17-2019,0.788139699,1.57220025,0.778891975,1.376618371,5891218.594686897,1245767.1673423874
Nov-18-2019,1.374009866,1.454288698,1.004110708,1.008107903,1866232.226041887,1376258.9215874765
Nov-19-2019,1.006507152,1.066250951,0.98461221,1.00445789,178979.68413870918,1189797.9569857689
Nov-20-2019,1.005561955,1.04013547,0.97329456,0.974416374,115475.270062235,1170766.2082208777
Nov-21-2019,0.975093048,0.990430686,0.969727945,0.975057395,74274.02791622315,1158717.617630398
Nov-22-2019,0.975784883,1.007608909,0.940861004,1.007608909,163867.7548507159,1155048.8078307617
Nov-23-2019,1.007336535,1.074848517,0.996652952,1.050762638,457299.65933095134,1223333.7297239366
Nov-24-2019,1.050762638,1.061230086,0.997056106,1.001424611,427744.4706790223,1229839.7965571554
Nov-25-2019,0.998175544,1.020216658,0.933306473,1.013849185,524248.0856990843,1168357.501261527
Nov-26-2019,1.013880564,1.019395299,0.974922716,1.001597572,646326.2434969812,1205376.7653796645
Nov-27-2019,1.000930057,1.033986156,0.981936333,0.993136862,657615.6782665474,1325361.744692371
Nov-28-2019,0.980820303,1.03664945,0.972679691,1.030375222,521156.4066179329,1324121.6238619683
Nov-29-2019,1.026634837,1.074195338,0.993943494,1.039462782,471588.6693883829,1371539.759578404
Nov-30-2019,1.044032106,1.069229678,0.998580906,1.007723511,548230.9156259879,1373719.7466294616
Dec-01-2019,1.014949468,1.029831154,0.996567397,1.029831154,613126.8563175119,1333577.2980207226
Dec-02-2019,1.024701044,1.054574184,0.96902973,1.005045516,636769.7146148626,1334778.2983401818
Dec-03-2019,1.000415558,1.010419435,0.953713358,0.976380749,561197.5191661185,1390746.475269904
Dec-04-2019,0.980410908,0.99854465,0.95131238,0.99854465,640819.2398739576,1377776.0119664522
Dec-05-2019,0.998153568,1.009090397,0.949871883,0.987783052,630976.7572845301,1379075.2314552923
Dec-06-2019,0.987926193,1.025433675,0.977540941,1.025433675,652099.4129676886,1415363.264562055
Dec-07-2019,1.02990707,1.113725178,1.025533956,1.106359785,654407.8128511223,1503266.9274203624
Dec-08-2019,1.124173463,1.172969001,1.061259458,1.08955701,558057.9087092625,1562402.54895308
Dec-09-2019,1.084615766,1.154889309,1.054892678,1.086379867,427987.5442534998,1533421.9997138248
Dec-10-2019,1.081967003,1.104081057,1.016210821,1.055397652,526714.615680172,1487261.1440254825
Dec-11-2019,1.05577234,1.06455352,1.022141469,1.051231004,478095.18362360867,1475691.5018561508
Dec-12-2019,1.051231004,1.072266357,1.020123227,1.050712201,367797.43949301884,1477167.7276736714
Dec-13-2019,1.051421246,1.066742779,1.022823677,1.046283061,431647.89783965173,1471126.6592879565
Dec-14-2019,1.043542355,1.047693869,1.013157703,1.027921024,393755.8374085003,1449938.383865969
Dec-15-2019,1.02402649,1.047002882,1.015288315,1.035798159,381810.557500029,1457340.7287841567
Dec-16-2019,1.038397055,1.054848424,1.021600014,1.03198249,308577.94558090565,1466362.71757252
Dec-17-2019,1.04008564,1.046318545,1.004070175,1.013034831,269017.1270654212,1449826.8633624169
Dec-18-2019,1.012903147,1.071781104,0.977123981,1.009230497,237173.39254878738,1421886.0716493323
Dec-19-2019,1.009687422,1.030784695,0.99670548,1.020039893,219953.22315934062,1428184.8218508083
Dec-20-2019,1.017294557,1.04512366,0.994156941,1.020625628,184012.99369587185,1433895.4275247902
Dec-21-2019,1.016512727,1.067315338,1.012129021,1.032802116,315209.4398378116,1464183.972199406
Dec-22-2019,1.032855571,1.081880155,1.025606023,1.052562156,417472.4413935908,1479377.8370518298
Dec-23-2019,1.051850296,1.054543622,1.021515768,1.022883083,294925.97947581956,1465706.1670365022
Dec-24-2019,1.026849081,1.042133061,1.004511703,1.014115359,338709.47354193474,1449780.279466875
Dec-25-2019,1.018818287,1.045736367,1.006354195,1.03379746,211079.82907040656,1440143.9438710732
Dec-26-2019,1.03379746,1.041482551,1.012632844,1.022609766,321143.7044323866,1447537.2529281406
Dec-27-2019,1.022609766,1.036353241,1.015926638,1.026685906,422655.9641339502,1449771.4360533913
Dec-28-2019,1.01881006,1.165641475,0.982606089,1.007834971,399140.52559916273,1429213.164355269
Dec-29-2019,1.005184777,1.041427411,0.989540319,1.031663031,408068.40438006126,1430994.8649974924
Dec-30-2019,1.027387024,1.046527549,1.012509596,1.012509596,321809.22342688317,1449561.7410648754
Dec-31-2019,1.023086074,1.036413902,0.995249321,1.008769732,212680.74443076603,1433988.6045008907
Jan-01-2020,1.008769732,1.023231566,0.992174799,1.02113521,211846.4937485039,1423048.0683881612
Jan-02-2020,1.020486122,1.031047485,0.993211286,0.993389321,323774.43868242437,1424563.0324286418
Jan-03-2020,0.993389321,1.023665535,0.992937233,1.016984247,385732.9301447535,1428937.1133718325
Jan-04-2020,1.014138732,1.046841086,1.01238154,1.04281074,548501.2537065058,1443770.1600102591
Jan-05-2020,1.047008883,1.071466155,1.040505581,1.048672918,689840.9149931116,1490083.212641528
Jan-06-2020,1.044929482,1.069438873,1.037611946,1.055495231,768304.3589794202,1483670.5084709483
Jan-07-2020,1.054707497,1.06294139,1.026027542,1.048700051,759865.5113941795,1475943.8184884735
Jan-08-2020,1.044459555,1.056839101,1.018028317,1.029880389,738035.0106861071,1468197.0705370058
Jan-09-2020,1.029880389,1.046705278,1.008031175,1.045037315,686376.3852107581,1450801.8078427536
Jan-10-2020,1.045037315,1.067426508,0.995489109,1.045619029,275344.1216819208,1451668.8929252753
Jan-11-2020,1.047171662,1.073934777,1.005014463,1.006983304,112955.47271289576,1465360.708482129
Jan-12-2020,1.006705138,1.049769006,0.99203581,1.010563853,100545.5736530673,1429818.3592464007
Jan-13-2020,1.011379866,1.030665814,0.982696838,0.996924638,103469.14865028564,1415375.0931816443
Jan-14-2020,0.99570331,1.035868584,0.992671133,1.017586936,117449.99804280732,1424610.1970992493
Jan-15-2020,1.015454255,1.024478868,0.969900972,0.988857021,112269.24098614897,1406170.8783528495
Jan-16-2020,0.988785067,1.010010755,0.971912334,0.995938969,127103.88212538481,1395063.6510636343
Jan-17-2020,0.99324647,1.003331659,0.968490384,0.999371824,174818.37084436326,1388270.0665781943
Jan-18-2020,0.997739542,1.011658906,0.973692143,1.002119399,141790.615549796,1392593.5069198469
Jan-19-2020,1.004561223,1.022539906,0.956941982,0.980351401,110731.38864951167,1394076.667330979
Jan-20-2020,0.980960099,0.986573011,0.95871576,0.978574319,173111.4001719409,1370905.87519809
Jan-21-2020,0.980287027,0.986094308,0.963540907,0.971293296,180003.80187713684,1373135.6052455052
Jan-22-2020,0.967428932,1.007882627,0.967428932,0.990567562,169391.92327977752,1385942.0153196247
Jan-23-2020,0.991854104,1.00773748,0.956314286,0.975982722,115629.5963108678,1385940.534345103
Jan-24-2020,0.978959438,1.011994305,0.965228611,0.990448069,178700.6852129269,1394657.8604931142
Jan-25-2020,0.989375661,0.99652506,0.964246036,0.964779889,177205.04520724365,1378697.3421750301
Jan-26-2020,0.964779889,0.993503963,0.954290167,0.990500349,183748.51885938353,1370113.7540390806
Jan-27-2020,0.991634827,1.006057167,0.972914266,0.972914266,139800.71354108592,1394492.3210388345
Jan-28-2020,0.973682207,1.022074655,0.969922378,1.000855497,117957.42452409635,1395379.7625017879
Jan-29-2020,1.005767402,1.014002548,0.975774336,1.000180333,125882.32006794952,1398330.4294133876
Jan-30-2020,0.9996663,1.018243834,0.970217082,0.993413105,98027.27969515379,1398178.8668686145
Jan-31-2020,0.996827776,1.016866894,0.964166214,0.999511291,108301.74724665238,1396225.5777994352
Feb-01-2020,1.001611228,1.04692291,0.99842553,1.009625058,113612.44160387585,1427340.4575167743
Feb-02-2020,1.010683695,1.050115964,1.001961799,1.002694806,107853.36755453821,1439365.975200569
Feb-03-2020,1.002039513,1.028949446,0.984792217,0.998260904,97757.11791223589,1423450.0588851268
Feb-04-2020,1.000431491,1.017183929,0.969761706,0.971171158,93647.32782916621,1401532.0277386652
Feb-05-2020,0.969071525,1.015365524,0.967112086,0.990542959,146870.06743630793,1403839.1188547248
Feb-06-2020,0.990021817,1.019927034,0.986513223,0.994050762,186525.1283478174,1409356.8337108714
Feb-07-2020,0.994655397,1.020672133,0.989382223,1.005775765,177774.88592920415,1413821.8283390584
Feb-08-2020,1.010389629,1.012081438,0.988819403,0.99204198,166217.00127270262,1407576.9686225867
Feb-09-2020,0.989906977,1.02149958,0.989387933,1.018044742,178887.10597461712,1417013.242631137
Feb-10-2020,1.018056705,1.028530371,0.982740881,1.011343869,175111.79739415995,1414915.1472303628
Feb-11-2020,1.011343869,1.038875055,0.978492569,1.019786207,146858.3649788803,1411826.062822259
Feb-12-2020,1.01864411,1.105813125,1.01150362,1.057761375,202184.60654556824,1491561.844829962
Feb-13-2020,1.058545927,1.101156108,1.042136222,1.060430631,722031.3068417372,1506849.5147144485
Feb-14-2020,1.064559697,1.108550227,1.045295037,1.045756982,825093.453534803,1520359.9916834703
Feb-15-2020,1.049392673,1.065530432,1.005019399,1.025853171,755521.3364623807,1466109.215158189
Feb-16-2020,1.029341309,1.08283925,1.014597543,1.065474642,829044.5781412488,1483864.3228122091
Feb-17-2020,1.065012044,1.090761797,1.053665336,1.076915435,876224.2442619489,1507221.8609826567
Feb-18-2020,1.076006068,1.100744725,1.058860566,1.079297465,826194.2945285646,1517066.1788262844
Feb-19-2020,1.07925119,1.123970833,1.045208219,1.059767692,825458.2931868898,1545401.8352834152
Feb-20-2020,1.056367256,1.061596956,1.034228063,1.060417609,866261.0648137926,1474346.3484813764
Feb-21-2020,1.055257947,1.163656973,1.055109952,1.149298518,886243.4518622672,1547626.1289832655
Feb-22-2020,1.149394063,1.162239148,1.141641391,1.156031023,900518.0605043144,1626546.9997064099
Feb-23-2020,1.156055806,1.220822677,1.156055806,1.214807414,928049.4373029955,1686990.8026796277
Feb-24-2020,1.214926731,1.289211411,1.210318392,1.283081545,936007.0665352814,1752456.501566869
Feb-25-2020,1.282998915,1.302562853,1.209562149,1.209667722,999805.5138074508,1768920.396376964
Feb-26-2020,1.213595487,1.217076942,1.064073603,1.145202046,893857.2254738508,1654375.2788285592
Feb-27-2020,1.130671153,1.183106597,1.110677663,1.183106597,863055.2742112785,1616204.9195083026
Feb-28-2020,1.185128409,1.259631286,1.142459039,1.2526741,827937.6399663964,1687914.6552367455
Feb-29-2020,1.253389982,1.253389982,1.154210984,1.160253424,657372.417987838,1681018.796245625
Mar-01-2020,1.160253424,1.185854389,1.14433528,1.168364166,311232.4493736242,1641141.208544402
Mar-02-2020,1.172962861,1.253588081,1.166955734,1.250868994,510964.1667050525,1706323.4515937695
Mar-03-2020,1.251438918,1.39231775,1.242195542,1.38414039,738361.0420037832,1852067.0305586704
Mar-04-2020,1.383316347,1.718347333,1.383316347,1.718347333,765525.0164086132,2147150.035244778
Mar-05-2020,1.704520544,1.709086668,1.49660795,1.49660795,603175.633705818,2228265.7142547867
Mar-06-2020,1.501498192,1.63959021,1.462012577,1.594023936,293751.38478468097,2173057.912595311
Mar-07-2020,1.59215435,1.595048896,1.476628178,1.480557197,206195.6219504709,2151144.7081485507
Mar-08-2020,1.488543456,1.518850977,1.217567676,1.245631748,175125.7899703807,1945201.2701945954
Mar-09-2020,1.234145936,1.237844478,1.147604463,1.198260218,145258.49863370063,1686331.9268434602
Mar-10-2020,1.201994675,1.215993568,1.100809614,1.112632139,131139.90234934146,1634931.4708587169
Mar-11-2020,1.111759564,1.135857178,0.977776364,1.009267133,235790.47659476206,1508681.9403970758
Mar-12-2020,1.009272671,1.014129055,0.589095863,0.591126615,157919.3544497415,1153038.368860568
Mar-13-2020,0.594629174,0.680311311,0.475171049,0.57871314,75918.49628487916,873960.6295760202
Mar-14-2020,0.583447481,0.613290087,0.533494938,0.544261363,75410.55471919398,819681.1350990562
Mar-15-2020,0.543463566,0.593077824,0.536252587,0.558797244,62386.13910049162,778982.345518309
Mar-16-2020,0.557791745,0.557791745,0.467190069,0.504669681,43858.08734290607,722905.684473232
Mar-17-2020,0.504141246,0.540167843,0.487788562,0.531111073,44358.37542207757,721693.2026311815
Mar-18-2020,0.528262838,0.560271806,0.496551562,0.520197621,24330.970195275542,1109975.653024998
Mar-19-2020,0.520036979,0.67142609,0.514193897,0.649948236,21836.563700513747,1700452.91289395
Mar-20-2020,0.652780689,0.714670281,0.648362531,0.666915129,97299.87823787406,1874664.0772311655
Mar-21-2020,0.668040748,0.688322136,0.642523939,0.644711271,61731.29612557855,1793225.4152957043
Mar-22-2020,0.64564911,0.671749537,0.641450246,0.665679608,43868.06161586262,1699344.8146371217
Mar-23-2020,0.66360026,0.934100569,0.66360026,0.863046335,27799.74133220871,1792955.644379163
Mar-24-2020,0.863627362,1.187837346,0.863627362,1.152217706,342238.12411955575,2634735.215912597
Mar-25-2020,1.152217706,1.186260358,1.110009741,1.147384787,442293.1166185206,2813155.711055106
Mar-26-2020,1.147366474,1.430417962,1.143868178,1.263496205,751585.5838318545,3119064.984692092
Mar-27-2020,1.263739334,1.378658679,1.262888263,1.291542879,424777.7151443126,3680766.3408826864
Mar-28-2020,1.291542879,1.307559642,1.042710007,1.106849052,317247.0315372251,3605995.033588097
Mar-29-2020,1.139323861,1.149416579,1.042807884,1.058581598,286982.7513267342,3279184.464936938
Mar-30-2020,1.056829198,1.140086861,1.054783982,1.09071982,143760.023065183,3241439.1779203787
Mar-31-2020,1.08972317,1.150833094,1.079640995,1.147022202,107138.02185580798,3343744.787061282
Apr-01-2020,1.146797393,1.224775542,1.124568278,1.221616849,511067.72275681584,3674804.765008664
Apr-02-2020,1.225915792,1.309342472,1.221424371,1.257737331,446229.43496925535,4039055.3242752156
Apr-03-2020,1.258453873,1.258453873,1.1458575,1.198740231,190852.75449989777,3878945.493300347
Apr-04-2020,1.194887269,1.235124083,1.179053183,1.223433218,263530.48515450105,4032638.5567687033
Apr-05-2020,1.220977058,1.263400038,1.220412323,1.245462426,507405.2928391521,4185946.92790343
Apr-06-2020,1.245462421,1.290045476,1.189683032,1.234712603,535382.2777563161,4302534.97115955
Apr-07-2020,1.239601789,1.239601789,1.173876821,1.199533841,478417.1850345743,4324935.110332988
Apr-08-2020,1.213139187,1.22564767,1.167225743,1.219222495,474398.82870905986,4344726.782018396
Apr-09-2020,1.219222495,1.219222495,1.118713025,1.143594152,138224.13935840953,4232830.529634614
Apr-10-2020,1.143594152,1.171399097,1.069811236,1.071139277,60899.76600489161,4169985.740681991
Apr-11-2020,1.074757291,1.081196085,1.04457228,1.055644148,80147.79903657352,4023367.731241915
