"","Time","Prices","Market_Cap","Volume"
"1",2020-06-01 11:04:29,4.37424483636577,1667421038.65858,490217483.838628
"2",2020-06-01 12:04:50,4.35913591797961,1657254468.04982,497300917.80675
"3",2020-06-01 13:04:27,4.37342446177876,1661754189.39724,498506711.198016
"4",2020-06-01 14:07:35,4.36825816091326,1662163983.57861,494794991.52981
"5",2020-06-01 15:08:23,4.34381287653332,1652927715.97304,485551765.438873
"6",2020-06-01 16:08:33,4.3439566982568,1650933569.62914,485066800.186329
"7",2020-06-01 17:09:05,4.38382049281356,1667882633.42963,492278123.827197
"8",2020-06-01 18:09:08,4.36322480835182,1660248744.81843,483341589.718972
"9",2020-06-01 19:08:52,4.37983633758737,1666569590.4714,486928924.834939
"10",2020-06-01 20:09:33,4.39715804174622,1679897579.12613,519730600.349013
"11",2020-06-01 21:08:34,4.3769612383741,1664972909.66147,497710456.931427
"12",2020-06-01 22:08:53,4.46043047733333,1696925235.37446,485045736.049309
"13",2020-06-01 23:09:08,4.48510464554834,1705307925.11184,483844353.274201
"14",2020-06-02 00:08:50,4.48833200255856,1700948836.07744,498794625.519803
"15",2020-06-02 01:09:21,4.47274518222295,1701922293.91073,470238677.464794
"16",2020-06-02 02:09:33,4.47970027758433,1704568774.17498,489979910.600747
"17",2020-06-02 03:08:39,4.50946386159187,1716080346.31162,489001665.841501
"18",2020-06-02 04:08:56,4.52311481408978,1722148670.49669,490604682.353712
"19",2020-06-02 05:08:47,4.54047331838757,1727693497.09076,488703740.629538
"20",2020-06-02 06:04:07,4.54714454460941,1729993232.73664,477391608.784811
"21",2020-06-02 07:07:10,4.59899187796801,1749960368.35214,473804880.297419
"22",2020-06-02 08:07:35,4.54928329727627,1732077526.60387,461829581.570915
"23",2020-06-02 09:07:25,4.54952693802435,1728776365.44546,455100567.413988
"24",2020-06-02 10:07:31,4.5620550905035,1736041476.85368,464234114.82336
"25",2020-06-02 11:02:31,4.23477276058967,1695570326.06077,459173803.447897
"26",2020-06-02 12:07:20,4.26830564487755,1627835551.54024,485288310.08798
"27",2020-06-02 13:06:21,4.28233727056237,1629470263.53795,483849166.694456
"28",2020-06-02 14:07:17,4.29577465886588,1635199023.47686,492024140.295438
"29",2020-06-02 15:05:26,4.31275379653637,1641005889.79612,507083680.096837
"30",2020-06-02 16:08:34,4.34957712423543,1657589674.73525,498613410.772517
"31",2020-06-02 17:07:30,4.35063608760618,1652648233.92497,499136668.637777
"32",2020-06-02 18:05:50,4.40987756135731,1678000563.26047,505739528.807969
"33",2020-06-02 19:07:36,4.41113526047931,1678479129.79792,513431449.261405
"34",2020-06-02 20:06:00,4.39147072899505,1670996587.60764,477461395.562923
"35",2020-06-02 21:08:24,4.45080610695658,1687632400.03173,472277911.616881
"36",2020-06-02 22:05:49,4.3827045509624,1667659281.24292,457440188.728477
"37",2020-06-02 23:07:24,4.34405988899606,1652956309.81851,444830156.95362
"38",2020-06-03 00:08:48,4.34455358502302,1654704853.47772,433623336.422051
"39",2020-06-03 01:07:09,4.38585927378422,1669185118.70136,442067132.598712
"40",2020-06-03 02:05:21,4.38030001317434,1666589730.02642,442850073.011163
"41",2020-06-03 03:05:08,4.38821871619402,1669759165.65297,439983771.642805
"42",2020-06-03 04:07:17,4.39355872453078,1671791089.86678,433994244.343633
"43",2020-06-03 05:05:16,4.38770683798279,1677171197.75129,430396770.221852
"44",2020-06-03 06:05:12,4.42282088508967,1682007368.63482,436430032.444592
"45",2020-06-03 07:07:19,4.45113785001396,1693700497.47471,434848839.450639
"46",2020-06-03 08:07:09,4.45018227642852,1693336892.59174,429187980.985701
"47",2020-06-03 09:07:16,4.42719875320865,1684591442.32196,431407203.821815
"48",2020-06-03 10:07:08,4.42524926605354,1683849643.82556,433121021.504309
"49",2020-06-03 11:07:25,4.40509345234786,1675516112.52142,405405323.333933
"50",2020-06-03 12:05:14,4.41874785945359,1681375796.47154,385987762.861783
"51",2020-06-03 13:07:04,4.45246864152966,1694206876.36661,388689762.756666
"52",2020-06-03 14:05:15,4.46212987113374,1698844431.39073,380390936.173551
"53",2020-06-03 15:07:25,4.50417385770657,1712785831.42047,386968520.106864
"54",2020-06-03 16:04:44,4.50019566145641,1709687591.91902,374851987.488017
"55",2020-06-03 17:04:29,4.50594684708015,1718350499.67767,392467695.885004
"56",2020-06-03 18:04:31,4.48251908198148,1707811378.92093,378910437.642022
"57",2020-06-03 19:05:05,4.51177832176948,1716931200.09149,382180073.502671
"58",2020-06-03 20:04:29,4.48810873462259,1712871028.95355,379404437.370906
"59",2020-06-03 21:04:46,4.4870535111044,1704220816.39383,366372310.955169
"60",2020-06-03 22:05:07,4.49007012275104,1704552204.60647,360294464.033398
"61",2020-06-03 23:05:07,4.48941068299005,1710233021.69285,356662617.724339
"62",2020-06-04 00:04:30,4.49417653130799,1712102101.79124,357964872.226732
"63",2020-06-04 01:04:39,4.47732563530686,1702237692.19193,352285738.53436
"64",2020-06-04 02:04:47,4.45327852040712,1693973708.53673,356331465.334895
"65",2020-06-04 03:04:16,4.43790400536214,1689360032.62601,356729024.106578
"66",2020-06-04 04:04:30,4.44655644537401,1693754075.86589,352672796.956819
"67",2020-06-04 05:04:21,4.42082853264146,1679036370.15465,360896176.739843
"68",2020-06-04 06:01:53,4.37534095756928,1660659852.5883,350191959.709705
"69",2020-06-04 07:02:52,4.37066656211084,1663616917.8857,349487667.736869
"70",2020-06-04 08:04:15,4.37761807270957,1660504141.53807,359729898.199812
"71",2020-06-04 09:02:50,4.41833078256334,1679576088.53187,358906936.132267
